"t,""Yn""";;;
11382,113.131386111625;;;
11474,113.634664650714;;;
11566,113.759645952159;;;
11657,114.369271045586;;;
11747,115.505912440429;;;
11839,116.612022845339;;;
11931,117.762286254816;;;
12022,118.947180875383;;;
12112,119.056055318959;;;
12204,119.488709879142;;;
12296,120.40140225659;;;
12387,121.31977410944;;;
12478,122.683721651365;;;
12570,124.157841541824;;;
12662,125.478838803559;;;
12753,126.614592920305;;;
12843,127.400268179683;;;
12935,128.985360996036;;;
13027,129.396149654563;;;
13118,130.392069652056;;;
13208,131.819605710635;;;
13300,132.659218697769;;;
13392,133.981361114604;;;
13483,135.394169580102;;;
13573,137.04100057521;;;
13665,138.596440768012;;;
13757,139.94133909577;;;
13848,141.554629557472;;;
13939,143.250357342877;;;
14031,145.005801162491;;;
14123,146.667334949644;;;
14214,145.894547703968;;;
14304,145.87466362694;;;
14396,147.132532633948;;;
14488,148.794512061531;;;
14579,150.624850609579;;;
14669,152.27948813405;;;
14761,153.926292236387;;;
14853,155.325009308825;;;
14944,156.837087343422;;;
15034,158.285109970153;;;
15126,159.762524256577;;;
15218,160.6906681116;;;
15309,161.612566476349;;;
15400,162.160331960397;;;
15492,163.044350050737;;;
15584,164.49273883469;;;
15675,165.065000635359;;;
15765,165.652295510369;;;
15857,167.264954367515;;;
15949,168.084122190476;;;
16040,168.587394342371;;;
16130,169.298724796696;;;
16222,168.984739062552;;;
16314,169.319146557643;;;
16405,169.701828134394;;;
16495,169.425819576779;;;
16587,168.422840759707;;;
16679,167.714697752543;;;
16770,167.217107571213;;;
16861,166.663685431039;;;
16953,166.401498281046;;;
17045,165.989075677292;;;
17136,165.626357614225;;;
17226,166.290454710632;;;
17318,166.539211764459;;;
17410,166.692525075292;;;
17501,166.955978035801;;;
17591,167.301178548998;;;
17683,167.587500507457;;;
17775,168.052271398403;;;
17866,168.446278946297;;;
17956,169.046278946297;;;
18048,169.916278946297;;;
