Grupo Indicador;Indicador;Serie;Regiao;Base;Unidade;Periodicidade;Status;Ano;Trimestre;Mês;Data;Valor
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2012;3;Jul;41091;94,6
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2012;3;Ago;41122;94,7
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2012;3;Set;41153;94,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2012;4;Out;41183;95,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2012;4;Nov;41214;94,7
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2012;4;Dez;41244;95,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2013;1;Jan;41275;95
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2013;1;Fev;41306;94,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2013;1;Mar;41334;95,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2013;2;Abr;41365;96,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2013;2;Mai;41395;96,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2013;2;Jun;41426;96,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2013;3;Jul;41456;99,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2013;3;Ago;41487;99,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2013;3;Set;41518;100,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2013;4;Out;41548;99,6
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2013;4;Nov;41579;99,4
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2013;4;Dez;41609;100,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2014;1;Jan;41640;100,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2014;1;Fev;41671;100,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2014;1;Mar;41699;100,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2014;2;Abr;41730;99,7
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2014;2;Mai;41760;100,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2014;2;Jun;41791;99,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2014;3;Jul;41821;98,4
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2014;3;Ago;41852;100,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2014;3;Set;41883;100,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2014;4;Out;41913;101
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2014;4;Nov;41944;100,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2014;4;Dez;41974;99,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2015;1;Jan;42005;100,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2015;1;Fev;42036;99,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2015;1;Mar;42064;98,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2015;2;Abr;42095;97,4
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2015;2;Mai;42125;96,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2015;2;Jun;42156;95,7
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2015;3;Jul;42186;94,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2015;3;Ago;42217;93,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2015;3;Set;42248;93,6
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2015;4;Out;42278;94,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2015;4;Nov;42309;93,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2015;4;Dez;42339;92,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2016;1;Jan;42370;90,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2016;1;Fev;42401;91,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2016;1;Mar;42430;90,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2016;2;Abr;42461;90,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2016;2;Mai;42491;90
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2016;2;Jun;42522;89,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2016;3;Jul;42552;89,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2016;3;Ago;42583;88,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2016;3;Set;42614;87,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2016;4;Out;42644;88,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2016;4;Nov;42675;88
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2016;4;Dez;42705;87,4
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2017;1;Jan;42736;91,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2017;1;Fev;42767;91,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2017;1;Mar;42795;90
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2017;2;Abr;42826;91
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2017;2;Mai;42856;91,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2017;2;Jun;42887;92,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2017;3;Jul;42917;92
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2017;3;Ago;42948;91,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2017;3;Set;42979;92,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2017;4;Out;43009;91,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2017;4;Nov;43040;92,6
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2017;4;Dez;43070;92,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2018;1;Jan;43101;93
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2018;1;Fev;43132;93
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2018;1;Mar;43160;94
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2018;2;Abr;43191;94,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2018;2;Mai;43221;92,78871774
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2003;1;Jan;37622;44,3
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2003;1;Fev;37653;42,7
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2003;1;Mar;37681;42,8
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2003;2;Abr;37712;43,7
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2003;2;Mai;37742;45,6
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2003;2;Jun;37773;43
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2003;3;Jul;37803;46,2
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2003;3;Ago;37834;46,2
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2003;3;Set;37865;46,3
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2003;4;Out;37895;49,3
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2003;4;Nov;37926;48,8
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2003;4;Dez;37956;61,8
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2004;1;Jan;37987;47,2
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2004;1;Fev;38018;44,8
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2004;1;Mar;38047;50,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2004;2;Abr;38078;49
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2004;2;Mai;38108;51,4
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2004;2;Jun;38139;50,3
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2004;3;Jul;38169;52,3
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2004;3;Ago;38200;51,8
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2004;3;Set;38231;50,8
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2004;4;Out;38261;52,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2004;4;Nov;38292;53,3
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2004;4;Dez;38322;68,4
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2005;1;Jan;38353;50,7
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2005;1;Fev;38384;45,2
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2005;1;Mar;38412;53
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2005;2;Abr;38443;50,6
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2005;2;Mai;38473;52,2
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2005;2;Jun;38504;51,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2005;3;Jul;38534;52,7
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2005;3;Ago;38565;54,7
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2005;3;Set;38596;51,8
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2005;4;Out;38626;53,8
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2005;4;Nov;38657;55,2
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2005;4;Dez;38687;70,7
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2006;1;Jan;38718;52,7
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2006;1;Fev;38749;46,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2006;1;Mar;38777;55,1
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2006;2;Abr;38808;52
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2006;2;Mai;38838;56,8
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2006;2;Jun;38869;52,8
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2006;3;Jul;38899;56,1
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2006;3;Ago;38930;59
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2006;3;Set;38961;57,1
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2006;4;Out;38991;59,6
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2006;4;Nov;39022;60,8
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2006;4;Dez;39052;74,8
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2007;1;Jan;39083;58,1
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2007;1;Fev;39114;52,5
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2007;1;Mar;39142;62,2
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2007;2;Abr;39173;59,8
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2007;2;Mai;39203;64,7
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2007;2;Jun;39234;61,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2007;3;Jul;39264;63,7
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2007;3;Ago;39295;67,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2007;3;Set;39326;63,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2007;4;Out;39356;69,4
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2007;4;Nov;39387;69,5
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2007;4;Dez;39417;82,8
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2008;1;Jan;39448;66,4
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2008;1;Fev;39479;62,2
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2008;1;Mar;39508;69,7
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2008;2;Abr;39539;69,2
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2008;2;Mai;39569;72,3
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2008;2;Jun;39600;70,6
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2008;3;Jul;39630;74
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2008;3;Ago;39661;72,6
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2008;3;Set;39692;74
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2008;4;Out;39722;71,8
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2008;4;Nov;39753;66,6
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2008;4;Dez;39783;83,8
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2009;1;Jan;39814;68,3
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2009;1;Fev;39845;63,1
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2009;1;Mar;39873;74
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2009;2;Abr;39904;68,7
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2009;2;Mai;39934;74,3
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2009;2;Jun;39965;78
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2009;3;Jul;39995;74,7
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2009;3;Ago;40026;76,7
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2009;3;Set;40057;80,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2009;4;Out;40087;79,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2009;4;Nov;40118;77,4
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2009;4;Dez;40148;95,4
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2010;1;Jan;40179;75,3
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2010;1;Fev;40210;71,8
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2010;1;Mar;40238;90,5
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2010;2;Abr;40269;77
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2010;2;Mai;40299;81,4
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2010;2;Jun;40330;80,5
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2010;3;Jul;40360;84
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2010;3;Ago;40391;87,4
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2010;3;Set;40422;85,7
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2010;4;Out;40452;88,7
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2010;4;Nov;40483;90,6
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2010;4;Dez;40513;109,8
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2011;1;Jan;40544;83,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2011;1;Fev;40575;82,3
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2011;1;Mar;40603;88
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2011;2;Abr;40634;86,3
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2011;2;Mai;40664;91,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2011;2;Jun;40695;88
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2011;3;Jul;40725;90,1
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2011;3;Ago;40756;92,1
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2011;3;Set;40787;89,7
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2011;4;Out;40817;90
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2011;4;Nov;40848;93,4
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2011;4;Dez;40878;114,5
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;1;Jan;40909;90,8
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;1;Fev;40940;84,9
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;1;Mar;40969;97,1
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;2;Abr;41000;88,8
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;2;Mai;41030;96,5
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;2;Jun;41061;99
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;3;Jul;41091;99,3
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;3;Ago;41122;106,5
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;3;Set;41153;91,5
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;4;Out;41183;103,1
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;4;Nov;41214;100,1
Industria e comercio;PMC;Vol. vendas - indice ampliado;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2012;4;Dez;41244;120,3
