Grupo Indicador;Indicador;Serie;Regiao;Base;Unidade;Periodicidade;Status;Ano;Trimestre;Mês;Data;Valor
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;2;Abr;42095;92,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;2;Mai;42125;95,7
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;2;Jun;42156;90,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;3;Jul;42186;92,4
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;3;Ago;42217;92,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;3;Set;42248;89,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;4;Out;42278;96,4
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;4;Nov;42309;95,4
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2015;4;Dez;42339;120,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;1;Jan;42370;89,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;1;Fev;42401;84,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;1;Mar;42430;90,4
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;2;Abr;42461;85,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;2;Mai;42491;87,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;2;Jun;42522;85,7
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;3;Jul;42552;87,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;3;Ago;42583;87,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;3;Set;42614;84
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;4;Out;42644;88,6
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;4;Nov;42675;91,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2016;4;Dez;42705;115
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;1;Jan;42736;88,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;1;Fev;42767;81,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;1;Mar;42795;87,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;2;Abr;42826;87,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;2;Mai;42856;89,4
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;2;Jun;42887;88,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;3;Jul;42917;89,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;3;Ago;42948;90,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;3;Set;42979;89,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;4;Out;43009;90,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;4;Nov;43040;97,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2017;4;Dez;43070;119,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2018;1;Jan;43101;90,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2018;1;Fev;43132;82,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2018;1;Mar;43160;94,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2018;2;Abr;43191;87,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Original;indice (media 2011 = 100);Mensal;Actual;2018;2;Mai;43221;91,48253684
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2000;1;Jan;36526;49,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2000;1;Fev;36557;50
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2000;1;Mar;36586;50,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2000;2;Abr;36617;50,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2000;2;Mai;36647;50,7
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2000;2;Jun;36678;50,6
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2000;3;Jul;36708;50,7
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2000;3;Ago;36739;50,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2000;3;Set;36770;50,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2000;4;Out;36800;49,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2000;4;Nov;36831;50,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2000;4;Dez;36861;50,6
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2001;1;Jan;36892;50,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2001;1;Fev;36923;50,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2001;1;Mar;36951;50,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2001;2;Abr;36982;49,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2001;2;Mai;37012;49,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2001;2;Jun;37043;49,4
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2001;3;Jul;37073;49,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2001;3;Ago;37104;49,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2001;3;Set;37135;49,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2001;4;Out;37165;49,7
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2001;4;Nov;37196;49,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2001;4;Dez;37226;49,6
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2002;1;Jan;37257;49,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2002;1;Fev;37288;49,6
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2002;1;Mar;37316;49,7
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2002;2;Abr;37347;49,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2002;2;Mai;37377;49,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2002;2;Jun;37408;48,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2002;3;Jul;37438;49,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2002;3;Ago;37469;49,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2002;3;Set;37500;49,4
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2002;4;Out;37530;49,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2002;4;Nov;37561;48,7
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2002;4;Dez;37591;47,7
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2003;1;Jan;37622;47,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2003;1;Fev;37653;47,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2003;1;Mar;37681;46,7
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2003;2;Abr;37712;46,6
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2003;2;Mai;37742;46,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2003;2;Jun;37773;46,6
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2003;3;Jul;37803;47,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2003;3;Ago;37834;47,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2003;3;Set;37865;47,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2003;4;Out;37895;48,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2003;4;Nov;37926;49,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2003;4;Dez;37956;48,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2004;1;Jan;37987;49,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2004;1;Fev;38018;50,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2004;1;Mar;38047;50,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2004;2;Abr;38078;51,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2004;2;Mai;38108;51,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2004;2;Jun;38139;52
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2004;3;Jul;38169;52,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2004;3;Ago;38200;51,7
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2004;3;Set;38231;51,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2004;4;Out;38261;52,4
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2004;4;Nov;38292;52,6
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2004;4;Dez;38322;53,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2005;1;Jan;38353;53
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2005;1;Fev;38384;52,7
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2005;1;Mar;38412;53,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2005;2;Abr;38443;53,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2005;2;Mai;38473;53,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2005;2;Jun;38504;54,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2005;3;Jul;38534;55,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2005;3;Ago;38565;54,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2005;3;Set;38596;54,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2005;4;Out;38626;54,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2005;4;Nov;38657;55,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2005;4;Dez;38687;56,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2006;1;Jan;38718;56,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2006;1;Fev;38749;56,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2006;1;Mar;38777;56
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2006;2;Abr;38808;56,7
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2006;2;Mai;38838;56,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2006;2;Jun;38869;56,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2006;3;Jul;38899;56,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2006;3;Ago;38930;58,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2006;3;Set;38961;59,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2006;4;Out;38991;59,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2006;4;Nov;39022;59,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2006;4;Dez;39052;60,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2007;1;Jan;39083;60,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2007;1;Fev;39114;61,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2007;1;Mar;39142;61,6
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2007;2;Abr;39173;62,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2007;2;Mai;39203;62,7
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2007;2;Jun;39234;62,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2007;3;Jul;39264;63,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2007;3;Ago;39295;63,7
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2007;3;Set;39326;64,6
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2007;4;Out;39356;64,4
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2007;4;Nov;39387;66,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2007;4;Dez;39417;66,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2008;1;Jan;39448;67,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2008;1;Fev;39479;66,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2008;1;Mar;39508;67,7
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2008;2;Abr;39539;68,4
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2008;2;Mai;39569;69
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2008;2;Jun;39600;69,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2008;3;Jul;39630;69,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2008;3;Ago;39661;70,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2008;3;Set;39692;71
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2008;4;Out;39722;70,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2008;4;Nov;39753;69,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2008;4;Dez;39783;69,6
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2009;1;Jan;39814;69,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2009;1;Fev;39845;71,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2009;1;Mar;39873;70,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2009;2;Abr;39904;71,4
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2009;2;Mai;39934;71,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2009;2;Jun;39965;72,7
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2009;3;Jul;39995;73,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2009;3;Ago;40026;73,6
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2009;3;Set;40057;74,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2009;4;Out;40087;75,6
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2009;4;Nov;40118;76,4
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2009;4;Dez;40148;76,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2010;1;Jan;40179;77,7
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2010;1;Fev;40210;79,7
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2010;1;Mar;40238;79,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2010;2;Abr;40269;79,4
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2010;2;Mai;40299;79,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2010;2;Jun;40330;80,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2010;3;Jul;40360;80,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2010;3;Ago;40391;82,4
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2010;3;Set;40422;82,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2010;4;Out;40452;83,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2010;4;Nov;40483;83,4
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2010;4;Dez;40513;83,9
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2011;1;Jan;40544;84,1
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2011;1;Fev;40575;84,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2011;1;Mar;40603;85,4
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2011;2;Abr;40634;85,4
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2011;2;Mai;40664;86,4
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2011;2;Jun;40695;86,4
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2011;3;Jul;40725;86,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2011;3;Ago;40756;86,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2011;3;Set;40787;87,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2011;4;Out;40817;87,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2011;4;Nov;40848;88,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2011;4;Dez;40878;89
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2012;1;Jan;40909;91,2
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2012;1;Fev;40940;91,8
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2012;1;Mar;40969;92,3
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2012;2;Abr;41000;93
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2012;2;Mai;41030;92,5
Industria e comercio;PMC;Vol. vendas - indice restrito;Brasil;Dessaz.;indice (media 2011 = 100);Mensal;Actual;2012;2;Jun;41061;93,9
